condition,frame,true_label,probability_present,confidence_abs_0_5,ood_score,is_ood
normal,5680,0,0.0451,0.4549,0.0451,0
normal,5690,0,0.038,0.462,0.038,0
normal,5700,0,0.0355,0.4645,0.0355,0
normal,5710,0,0.0793,0.4207,0.0793,0
normal,5720,0,0.0461,0.4539,0.0461,0
normal,5730,0,0.0393,0.4607,0.0393,0
normal,5740,0,0.0908,0.4092,0.0908,0
normal,5750,0,0.036,0.464,0.036,0
normal,5760,0,0.0734,0.4266,0.0734,0
normal,5770,0,0.0402,0.4598,0.0402,0
normal,5780,0,0.053,0.447,0.053,0
normal,5790,0,0.0316,0.4684,0.0316,0
normal,5800,0,0.0871,0.4129,0.0871,0
normal,5810,0,0.025,0.475,0.025,0
normal,5820,0,0.0324,0.4676,0.0324,0
normal,5830,0,0.0177,0.4823,0.0177,0
normal,5840,0,0.0173,0.4827,0.0173,0
normal,5850,0,0.0175,0.4825,0.0175,0
normal,5860,0,0.0175,0.4825,0.0175,0
normal,5870,0,0.0161,0.4839,0.0161,0
normal,5880,0,0.0199,0.4801,0.0199,0
normal,5890,0,0.0126,0.4874,0.0126,0
normal,5900,0,0.0187,0.4813,0.0187,0
normal,5910,0,0.0176,0.4824,0.0176,0
normal,5920,0,0.015,0.485,0.015,0
normal,5930,0,0.0181,0.4819,0.0181,0
normal,5940,0,0.0183,0.4817,0.0183,0
normal,5950,0,0.0183,0.4817,0.0183,0
normal,5960,0,0.0183,0.4817,0.0183,0
normal,5970,0,0.0183,0.4817,0.0183,0
normal,5980,0,0.0181,0.4819,0.0181,0
normal,5990,0,0.024,0.476,0.024,0
normal,6000,0,0.0192,0.4808,0.0192,0
normal,6010,0,0.0143,0.4857,0.0143,0
normal,6020,0,0.036,0.464,0.036,0
normal,6030,0,0.0351,0.4649,0.0351,0
normal,6040,0,0.0583,0.4417,0.0583,0
normal,6050,0,0.0294,0.4706,0.0294,0
normal,6060,0,0.045,0.455,0.045,0
normal,6070,0,0.04,0.46,0.04,0
normal,6080,0,0.0444,0.4556,0.0444,0
normal,6090,0,0.0465,0.4535,0.0465,0
normal,6100,0,0.0543,0.4457,0.0543,0
normal,6110,0,0.0292,0.4708,0.0292,0
normal,6120,0,0.0218,0.4782,0.0218,0
normal,6130,0,0.0197,0.4803,0.0197,0
normal,6140,0,0.0245,0.4755,0.0245,0
normal,6150,0,0.0452,0.4548,0.0452,0
normal,6160,0,0.0467,0.4533,0.0467,0
normal,6170,0,0.0477,0.4523,0.0477,0
normal,6180,0,0.0388,0.4612,0.0388,0
normal,6190,0,0.0537,0.4463,0.0537,0
normal,6200,0,0.0444,0.4556,0.0444,0
normal,6210,0,0.0439,0.4561,0.0439,0
normal,6220,0,0.0505,0.4495,0.0505,0
normal,6230,0,0.0411,0.4589,0.0411,0
normal,6240,0,0.0447,0.4553,0.0447,0
normal,6250,0,0.0334,0.4666,0.0334,0
normal,6260,0,0.0369,0.4631,0.0369,0
normal,6270,0,0.0369,0.4631,0.0369,0
normal,6280,0,0.0369,0.4631,0.0369,0
normal,6290,0,0.0321,0.4679,0.0321,0
normal,6300,0,0.0357,0.4643,0.0357,0
normal,6310,0,0.0539,0.4461,0.0539,0
normal,6320,0,0.0441,0.4559,0.0441,0
normal,6330,0,0.053,0.447,0.053,0
normal,6340,0,0.0147,0.4853,0.0147,0
normal,6350,0,0.0254,0.4746,0.0254,0
normal,6360,0,0.0314,0.4686,0.0314,0
normal,6370,0,0.0656,0.4344,0.0656,0
normal,6380,0,0.0333,0.4667,0.0333,0
normal,6390,0,0.0125,0.4875,0.0125,0
normal,6400,0,0.0291,0.4709,0.0291,0
normal,6410,0,0.0347,0.4653,0.0347,0
normal,6420,0,0.0273,0.4727,0.0273,0
normal,6430,0,0.0262,0.4738,0.0262,0
normal,6440,0,0.03,0.47,0.03,0
normal,6450,0,0.0248,0.4752,0.0248,0
normal,6460,0,0.0625,0.4375,0.0625,0
normal,6470,0,0.0517,0.4483,0.0517,0
normal,6480,0,0.0546,0.4454,0.0546,0
normal,6490,0,0.0244,0.4756,0.0244,0
normal,6500,0,0.0647,0.4353,0.0647,0
normal,6510,0,0.023,0.477,0.023,0
normal,6520,0,0.02,0.48,0.02,0
normal,6530,0,0.0175,0.4825,0.0175,0
normal,6540,0,0.0226,0.4774,0.0226,0
normal,6550,0,0.0133,0.4867,0.0133,0
normal,6560,0,0.0187,0.4813,0.0187,0
normal,6570,0,0.0187,0.4813,0.0187,0
normal,6580,0,0.0187,0.4813,0.0187,0
normal,6590,0,0.0187,0.4813,0.0187,0
normal,6600,0,0.019,0.481,0.019,0
normal,6610,0,0.0177,0.4823,0.0177,0
normal,6620,0,0.0152,0.4848,0.0152,0
normal,6630,0,0.0172,0.4828,0.0172,0
normal,6640,0,0.0174,0.4826,0.0174,0
normal,6650,0,0.0178,0.4822,0.0178,0
normal,6660,0,0.0187,0.4813,0.0187,0
normal,6670,0,0.0184,0.4816,0.0184,0
normal,6680,0,0.0184,0.4816,0.0184,0
normal,6690,0,0.0184,0.4816,0.0184,0
normal,6700,0,0.0184,0.4816,0.0184,0
normal,6710,0,0.0184,0.4816,0.0184,0
normal,6720,0,0.0184,0.4816,0.0184,0
normal,6730,0,0.0184,0.4816,0.0184,0
normal,6740,0,0.0178,0.4822,0.0178,0
normal,6750,0,0.0125,0.4875,0.0125,0
normal,6760,0,0.0175,0.4825,0.0175,0
normal,6770,0,0.0129,0.4871,0.0129,0
normal,6780,0,0.0345,0.4655,0.0345,0
normal,6790,0,0.0405,0.4595,0.0405,0
normal,6800,0,0.0391,0.4609,0.0391,0
normal,6810,0,0.0306,0.4694,0.0306,0
normal,6820,0,0.0382,0.4618,0.0382,0
normal,6830,0,0.044,0.456,0.044,0
normal,6840,0,0.0341,0.4659,0.0341,0
normal,6850,1,0.0167,0.4833,0.0167,0
normal,6860,1,0.0222,0.4778,0.0222,0
normal,6870,0,0.0199,0.4801,0.0199,0
normal,6880,0,0.0236,0.4764,0.0236,0
normal,6890,0,0.0313,0.4687,0.0313,0
normal,6900,0,0.0408,0.4592,0.0408,0
normal,6910,0,0.0229,0.4771,0.0229,0
normal,6920,0,0.0759,0.4241,0.0759,0
normal,6930,0,0.0671,0.4329,0.0671,0
normal,6940,1,0.0954,0.4046,0.0954,0
normal,6950,1,0.0708,0.4292,0.0708,0
normal,6960,0,0.0403,0.4597,0.0403,0
normal,6970,0,0.0534,0.4466,0.0534,0
normal,6980,0,0.0716,0.4284,0.0716,0
normal,6990,0,0.0691,0.4309,0.0691,0
normal,7000,0,0.0241,0.4759,0.0241,0
normal,7010,0,0.0451,0.4549,0.0451,0
normal,7020,1,0.0589,0.4411,0.0589,0
normal,7030,1,0.0327,0.4673,0.0327,0
normal,7040,1,0.0518,0.4482,0.0518,0
normal,7050,0,0.0227,0.4773,0.0227,0
normal,7060,0,0.014,0.486,0.014,0
normal,7070,0,0.042,0.458,0.042,0
normal,7080,0,0.0222,0.4778,0.0222,0
normal,7090,0,0.0264,0.4736,0.0264,0
normal,7100,0,0.0281,0.4719,0.0281,0
normal,7110,0,0.0266,0.4734,0.0266,0
normal,7120,0,0.0399,0.4601,0.0399,0
normal,7130,0,0.0254,0.4746,0.0254,0
normal,7140,1,0.0349,0.4651,0.0349,0
normal,7150,1,0.0405,0.4595,0.0405,0
normal,7160,0,0.0443,0.4557,0.0443,0
normal,7170,0,0.0242,0.4758,0.0242,0
normal,7180,0,0.0395,0.4605,0.0395,0
normal,7190,0,0.0174,0.4826,0.0174,0
normal,7200,0,0.0132,0.4868,0.0132,0
normal,7210,0,0.0132,0.4868,0.0132,0
normal,7220,1,0.0141,0.4859,0.0141,0
normal,7230,1,0.0158,0.4842,0.0158,0
normal,7240,0,0.0126,0.4874,0.0126,0
normal,7250,0,0.0132,0.4868,0.0132,0
normal,7260,0,0.0132,0.4868,0.0132,0
normal,7270,0,0.0135,0.4865,0.0135,0
normal,7280,1,0.0141,0.4859,0.0141,0
normal,7290,0,0.0146,0.4854,0.0146,0
normal,7300,0,0.0131,0.4869,0.0131,0
normal,7310,0,0.0132,0.4868,0.0132,0
normal,7320,1,0.0141,0.4859,0.0141,0
normal,7330,1,0.0151,0.4849,0.0151,0
normal,7340,1,0.0139,0.4861,0.0139,0
normal,7350,1,0.0143,0.4857,0.0143,0
normal,7360,0,0.0132,0.4868,0.0132,0
normal,7370,0,0.0132,0.4868,0.0132,0
normal,7380,0,0.0133,0.4867,0.0133,0
normal,7390,0,0.0128,0.4872,0.0128,0
normal,7400,0,0.015,0.485,0.015,0
normal,7410,0,0.0155,0.4845,0.0155,0
normal,7420,0,0.0132,0.4868,0.0132,0
normal,7430,0,0.0132,0.4868,0.0132,0
normal,7440,0,0.0132,0.4868,0.0132,0
normal,7450,0,0.0132,0.4868,0.0132,0
normal,7460,0,0.0132,0.4868,0.0132,0
normal,7470,0,0.0118,0.4882,0.0118,0
normal,7480,0,0.0125,0.4875,0.0125,0
normal,7490,0,0.0161,0.4839,0.0161,0
normal,7500,0,0.0193,0.4807,0.0193,0
normal,7510,0,0.0251,0.4749,0.0251,0
normal,7520,0,0.0359,0.4641,0.0359,0
normal,7530,0,0.0456,0.4544,0.0456,0
normal,7540,0,0.0564,0.4436,0.0564,0
normal,7550,0,0.0597,0.4403,0.0597,0
normal,7560,0,0.0609,0.4391,0.0609,0
normal,7570,0,0.0466,0.4534,0.0466,0
normal,7580,0,0.0442,0.4558,0.0442,0
normal,7590,0,0.0209,0.4791,0.0209,0
normal,7600,0,0.0284,0.4716,0.0284,0
normal,7610,0,0.0285,0.4715,0.0285,0
normal,7620,0,0.0291,0.4709,0.0291,0
normal,7630,0,0.029,0.471,0.029,0
normal,7640,0,0.0289,0.4711,0.0289,0
normal,7650,0,0.0289,0.4711,0.0289,0
normal,7660,0,0.0289,0.4711,0.0289,0
normal,7670,0,0.0215,0.4785,0.0215,0
normal,7680,0,0.0297,0.4703,0.0297,0
normal,7690,0,0.0283,0.4717,0.0283,0
normal,7700,0,0.0345,0.4655,0.0345,0
normal,7710,0,0.0295,0.4705,0.0295,0
normal,7720,0,0.0291,0.4709,0.0291,0
normal,7730,0,0.029,0.471,0.029,0
normal,7740,0,0.029,0.471,0.029,0
normal,7750,0,0.0291,0.4709,0.0291,0
normal,7760,0,0.0291,0.4709,0.0291,0
normal,7770,0,0.0291,0.4709,0.0291,0
normal,7780,0,0.029,0.471,0.029,0
normal,7790,0,0.0291,0.4709,0.0291,0
normal,7800,0,0.0293,0.4707,0.0293,0
normal,7810,0,0.0295,0.4705,0.0295,0
normal,7820,0,0.0293,0.4707,0.0293,0
normal,7830,0,0.0279,0.4721,0.0279,0
normal,7840,0,0.0273,0.4727,0.0273,0
normal,7850,0,0.0246,0.4754,0.0246,0
normal,7860,0,0.0323,0.4677,0.0323,0
normal,7870,0,0.0355,0.4645,0.0355,0
normal,7880,0,0.0356,0.4644,0.0356,0
normal,7890,0,0.0324,0.4676,0.0324,0
normal,7900,0,0.0316,0.4684,0.0316,0
normal,7910,0,0.0329,0.4671,0.0329,0
normal,7920,0,0.027,0.473,0.027,0
normal,7930,0,0.0274,0.4726,0.0274,0
normal,7940,0,0.0263,0.4737,0.0263,0
normal,7950,1,0.0241,0.4759,0.0241,0
normal,7960,1,0.047,0.453,0.047,0
normal,7970,1,0.0585,0.4415,0.0585,0
normal,7980,1,0.06,0.44,0.06,0
normal,7990,0,0.057,0.443,0.057,0
normal,8000,1,0.0564,0.4436,0.0564,0
normal,8010,1,0.023,0.477,0.023,0
normal,8020,0,0.0217,0.4783,0.0217,0
normal,8030,0,0.0258,0.4742,0.0258,0
normal,8040,0,0.0516,0.4484,0.0516,0
normal,8050,0,0.04,0.46,0.04,0
normal,8060,0,0.0209,0.4791,0.0209,0
normal,8070,0,0.0102,0.4898,0.0102,0
normal,8080,0,0.0145,0.4855,0.0145,0
normal,8090,0,0.0288,0.4712,0.0288,0
normal,8100,0,0.0746,0.4254,0.0746,0
normal,8110,0,0.0319,0.4681,0.0319,0
normal,8120,0,0.0747,0.4253,0.0747,0
normal,8130,0,0.0831,0.4169,0.0831,0
normal,8140,0,0.1268,0.3732,0.1268,0
normal,8150,0,0.058,0.442,0.058,0
normal,8160,0,0.0673,0.4327,0.0673,0
normal,8170,0,0.1206,0.3794,0.1206,0
normal,8180,0,0.0794,0.4206,0.0794,0
normal,8190,0,0.0483,0.4517,0.0483,0
normal,8200,0,0.0358,0.4642,0.0358,0
normal,8210,0,0.0332,0.4668,0.0332,0
normal,8220,0,0.0417,0.4583,0.0417,0
normal,8230,0,0.0392,0.4608,0.0392,0
normal,8240,0,0.0203,0.4797,0.0203,0
normal,8250,0,0.0357,0.4643,0.0357,0
normal,8260,0,0.0322,0.4678,0.0322,0
normal,8270,0,0.0318,0.4682,0.0318,0
normal,8280,0,0.0318,0.4682,0.0318,0
normal,8290,0,0.0318,0.4682,0.0318,0
normal,8300,0,0.0305,0.4695,0.0305,0
normal,8310,0,0.0351,0.4649,0.0351,0
normal,8320,0,0.0431,0.4569,0.0431,0
normal,8330,0,0.0424,0.4576,0.0424,0
normal,8340,0,0.0324,0.4676,0.0324,0
normal,8350,0,0.0357,0.4643,0.0357,0
normal,8360,0,0.0419,0.4581,0.0419,0
normal,8370,0,0.0311,0.4689,0.0311,0
normal,8380,0,0.0321,0.4679,0.0321,0
normal,8390,0,0.0321,0.4679,0.0321,0
normal,8400,0,0.0321,0.4679,0.0321,0
normal,8410,0,0.0316,0.4684,0.0316,0
normal,8420,0,0.0303,0.4697,0.0303,0
normal,8430,0,0.0309,0.4691,0.0309,0
normal,8440,0,0.03,0.47,0.03,0
normal,8450,0,0.0334,0.4666,0.0334,0
normal,8460,0,0.0364,0.4636,0.0364,0
normal,8470,0,0.0357,0.4643,0.0357,0
normal,8480,0,0.0291,0.4709,0.0291,0
normal,8490,0,0.0326,0.4674,0.0326,0
normal,8500,0,0.0317,0.4683,0.0317,0
normal,8510,0,0.0319,0.4681,0.0319,0
normal,8520,0,0.0319,0.4681,0.0319,0
normal,8530,0,0.0319,0.4681,0.0319,0
normal,8540,0,0.0319,0.4681,0.0319,0
normal,8550,0,0.0318,0.4682,0.0318,0
normal,8560,0,0.0336,0.4664,0.0336,0
normal,8570,0,0.0323,0.4677,0.0323,0
normal,8580,0,0.0526,0.4474,0.0526,0
normal,8590,0,0.0482,0.4518,0.0482,0
normal,8600,0,0.0581,0.4419,0.0581,0
normal,8610,0,0.1132,0.3868,0.1132,0
normal,8620,0,0.1036,0.3964,0.1036,0
normal,8630,0,0.0217,0.4783,0.0217,0
normal,8640,0,0.0274,0.4726,0.0274,0
normal,8650,0,0.0346,0.4654,0.0346,0
normal,8660,0,0.0214,0.4786,0.0214,0
normal,8670,0,0.0319,0.4681,0.0319,0
normal,8680,0,0.0476,0.4524,0.0476,0
normal,8690,0,0.0293,0.4707,0.0293,0
normal,8700,0,0.0368,0.4632,0.0368,0
normal,8710,0,0.0297,0.4703,0.0297,0
normal,8720,0,0.0356,0.4644,0.0356,0
normal,8730,0,0.0328,0.4672,0.0328,0
normal,8740,0,0.0403,0.4597,0.0403,0
normal,8750,0,0.0438,0.4562,0.0438,0
normal,8760,0,0.0522,0.4478,0.0522,0
normal,8770,0,0.0439,0.4561,0.0439,0
normal,8780,0,0.0607,0.4393,0.0607,0
normal,8790,0,0.0399,0.4601,0.0399,0
normal,8800,0,0.0253,0.4747,0.0253,0
normal,8810,0,0.0276,0.4724,0.0276,0
normal,8820,0,0.0277,0.4723,0.0277,0
normal,8830,0,0.0279,0.4721,0.0279,0
normal,8840,0,0.0272,0.4728,0.0272,0
normal,8850,0,0.0254,0.4746,0.0254,0
normal,8860,0,0.0257,0.4743,0.0257,0
normal,8870,0,0.0243,0.4757,0.0243,0
normal,8880,0,0.0349,0.4651,0.0349,0
normal,8890,0,0.0289,0.4711,0.0289,0
normal,8900,1,0.0356,0.4644,0.0356,0
normal,8910,0,0.0466,0.4534,0.0466,0
normal,8920,1,0.0412,0.4588,0.0412,0
normal,8930,1,0.0426,0.4574,0.0426,0
normal,8940,0,0.0361,0.4639,0.0361,0
normal,8950,0,0.0614,0.4386,0.0614,0
normal,8960,1,0.0482,0.4518,0.0482,0
normal,8970,0,0.0466,0.4534,0.0466,0
normal,8980,0,0.0214,0.4786,0.0214,0
normal,8990,0,0.0267,0.4733,0.0267,0
normal,9000,0,0.0188,0.4812,0.0188,0
normal,9010,0,0.0385,0.4615,0.0385,0
normal,9020,0,0.0371,0.4629,0.0371,0
normal,9030,0,0.0492,0.4508,0.0492,0
normal,9040,0,0.0545,0.4455,0.0545,0
normal,9050,0,0.0668,0.4332,0.0668,0
normal,9060,0,0.1011,0.3989,0.1011,0
normal,9070,0,0.0607,0.4393,0.0607,0
normal,9080,0,0.0615,0.4385,0.0615,0
normal,9090,0,0.0674,0.4326,0.0674,0
normal,9100,0,0.038,0.462,0.038,0
normal,9110,0,0.0361,0.4639,0.0361,0
normal,9120,0,0.0177,0.4823,0.0177,0
normal,9130,0,0.0258,0.4742,0.0258,0
normal,9140,0,0.022,0.478,0.022,0
normal,9150,0,0.0299,0.4701,0.0299,0
normal,9160,1,0.0199,0.4801,0.0199,0
normal,9170,0,0.0195,0.4805,0.0195,0
normal,9180,0,0.0305,0.4695,0.0305,0
normal,9190,1,0.0386,0.4614,0.0386,0
normal,9200,1,0.0211,0.4789,0.0211,0
normal,9210,1,0.0401,0.4599,0.0401,0
normal,9220,1,0.038,0.462,0.038,0
normal,9230,1,0.0317,0.4683,0.0317,0
normal,9240,1,0.0306,0.4694,0.0306,0
normal,9250,1,0.0464,0.4536,0.0464,0
normal,9260,1,0.0534,0.4466,0.0534,0
normal,9270,1,0.0568,0.4432,0.0568,0
normal,9280,1,0.0579,0.4421,0.0579,0
normal,9290,0,0.0518,0.4482,0.0518,0
normal,9300,0,0.0558,0.4442,0.0558,0
normal,9310,0,0.0555,0.4445,0.0555,0
normal,9320,0,0.0282,0.4718,0.0282,0
normal,9330,0,0.0263,0.4737,0.0263,0
normal,9340,0,0.0593,0.4407,0.0593,0
normal,9350,0,0.0392,0.4608,0.0392,0
normal,9360,0,0.1116,0.3884,0.1116,0
normal,9370,0,0.0699,0.4301,0.0699,0
normal,9380,0,0.0343,0.4657,0.0343,0
normal,9390,0,0.0478,0.4522,0.0478,0
normal,9400,0,0.0222,0.4778,0.0222,0
normal,9410,0,0.0296,0.4704,0.0296,0
normal,9420,0,0.027,0.473,0.027,0
normal,9430,0,0.0274,0.4726,0.0274,0
normal,9440,0,0.0274,0.4726,0.0274,0
normal,9450,0,0.0274,0.4726,0.0274,0
normal,9460,0,0.0274,0.4726,0.0274,0
normal,9470,0,0.0274,0.4726,0.0274,0
normal,9480,0,0.0274,0.4726,0.0274,0
normal,9490,0,0.0274,0.4726,0.0274,0
normal,9500,0,0.0274,0.4726,0.0274,0
normal,9510,0,0.0274,0.4726,0.0274,0
normal,9520,0,0.0274,0.4726,0.0274,0
normal,9530,0,0.0274,0.4726,0.0274,0
normal,9540,0,0.0274,0.4726,0.0274,0
normal,9550,0,0.0274,0.4726,0.0274,0
normal,9560,0,0.0274,0.4726,0.0274,0
normal,9570,0,0.0274,0.4726,0.0274,0
normal,9580,0,0.0274,0.4726,0.0274,0
normal,9590,0,0.0274,0.4726,0.0274,0
normal,9600,0,0.0274,0.4726,0.0274,0
normal,9610,0,0.0274,0.4726,0.0274,0
normal,9620,0,0.0276,0.4724,0.0276,0
normal,9630,0,0.0272,0.4728,0.0272,0
normal,9640,0,0.0248,0.4752,0.0248,0
normal,9650,0,0.028,0.472,0.028,0
normal,9660,0,0.0301,0.4699,0.0301,0
normal,9670,0,0.0305,0.4695,0.0305,0
normal,9680,0,0.0379,0.4621,0.0379,0
normal,9690,0,0.0237,0.4763,0.0237,0
normal,9700,0,0.0346,0.4654,0.0346,0
normal,9710,0,0.0338,0.4662,0.0338,0
normal,9720,0,0.0281,0.4719,0.0281,0
normal,9730,0,0.029,0.471,0.029,0
normal,9740,0,0.029,0.471,0.029,0
normal,9750,0,0.029,0.471,0.029,0
normal,9760,0,0.0268,0.4732,0.0268,0
normal,9770,0,0.0463,0.4537,0.0463,0
normal,9780,0,0.0573,0.4427,0.0573,0
normal,9790,0,0.057,0.443,0.057,0
normal,9800,0,0.056,0.444,0.056,0
normal,9810,0,0.087,0.413,0.087,0
normal,9820,0,0.0467,0.4533,0.0467,0
normal,9830,0,0.0371,0.4629,0.0371,0
normal,9840,0,0.083,0.417,0.083,0
normal,9850,0,0.0599,0.4401,0.0599,0
normal,9860,0,0.0062,0.4938,0.0062,0
normal,9870,0,0.0098,0.4902,0.0098,0
normal,9880,0,0.0789,0.4211,0.0789,0
normal,9890,0,0.0756,0.4244,0.0756,0
normal,9900,0,0.0409,0.4591,0.0409,0
normal,9910,0,0.0272,0.4728,0.0272,0
normal,9920,0,0.051,0.449,0.051,0
normal,9930,0,0.0286,0.4714,0.0286,0
normal,9940,0,0.0288,0.4712,0.0288,0
normal,9950,1,0.0212,0.4788,0.0212,0
normal,9960,1,0.0459,0.4541,0.0459,0
normal,9970,1,0.0452,0.4548,0.0452,0
normal,9980,0,0.0123,0.4877,0.0123,0
normal,9990,0,0.0385,0.4615,0.0385,0
normal,10000,0,0.0442,0.4558,0.0442,0
normal,10010,0,0.0345,0.4655,0.0345,0
normal,10020,1,0.0348,0.4652,0.0348,0
normal,10030,1,0.0601,0.4399,0.0601,0
normal,10040,1,0.0416,0.4584,0.0416,0
normal,10050,1,0.0366,0.4634,0.0366,0
normal,10060,1,0.0322,0.4678,0.0322,0
normal,10070,1,0.0306,0.4694,0.0306,0
normal,10080,1,0.0298,0.4702,0.0298,0
normal,10090,1,0.0325,0.4675,0.0325,0
normal,10100,1,0.0288,0.4712,0.0288,0
normal,10110,1,0.0308,0.4692,0.0308,0
normal,10120,1,0.0311,0.4689,0.0311,0
normal,10130,1,0.0325,0.4675,0.0325,0
normal,10140,1,0.0319,0.4681,0.0319,0
normal,10150,1,0.0364,0.4636,0.0364,0
normal,10160,1,0.0437,0.4563,0.0437,0
normal,10170,1,0.0364,0.4636,0.0364,0
normal,10180,1,0.036,0.464,0.036,0
normal,10190,1,0.0329,0.4671,0.0329,0
normal,10200,1,0.0299,0.4701,0.0299,0
normal,10210,1,0.0324,0.4676,0.0324,0
normal,10220,1,0.0266,0.4734,0.0266,0
normal,10230,1,0.0402,0.4598,0.0402,0
normal,10240,1,0.0685,0.4315,0.0685,0
normal,10250,1,0.0185,0.4815,0.0185,0
normal,10260,1,0.0276,0.4724,0.0276,0
normal,10270,1,0.0488,0.4512,0.0488,0
normal,10280,1,0.0368,0.4632,0.0368,0
normal,10290,1,0.0402,0.4598,0.0402,0
normal,10300,1,0.0496,0.4504,0.0496,0
normal,10310,1,0.049,0.451,0.049,0
normal,10320,0,0.0221,0.4779,0.0221,0
normal,10330,0,0.021,0.479,0.021,0
normal,10340,0,0.0348,0.4652,0.0348,0
normal,10350,0,0.0465,0.4535,0.0465,0
normal,10360,0,0.0297,0.4703,0.0297,0
normal,10370,0,0.0394,0.4606,0.0394,0
normal,10380,0,0.0297,0.4703,0.0297,0
normal,10390,0,0.0466,0.4534,0.0466,0
normal,10400,0,0.0448,0.4552,0.0448,0
normal,10410,0,0.0326,0.4674,0.0326,0
normal,10420,0,0.0365,0.4635,0.0365,0
normal,10430,0,0.0425,0.4575,0.0425,0
normal,10440,0,0.0395,0.4605,0.0395,0
normal,10450,0,0.0344,0.4656,0.0344,0
normal,10460,0,0.0398,0.4602,0.0398,0
normal,10470,0,0.047,0.453,0.047,0
normal,10480,0,0.0463,0.4537,0.0463,0
normal,10490,0,0.0463,0.4537,0.0463,0
normal,10500,0,0.0463,0.4537,0.0463,0
normal,10510,0,0.0465,0.4535,0.0465,0
normal,10520,0,0.0467,0.4533,0.0467,0
normal,10530,0,0.0469,0.4531,0.0469,0
normal,10540,0,0.0477,0.4523,0.0477,0
normal,10550,0,0.0495,0.4505,0.0495,0
normal,10560,0,0.0511,0.4489,0.0511,0
normal,10570,0,0.0415,0.4585,0.0415,0
normal,10580,0,0.0382,0.4618,0.0382,0
normal,10590,0,0.0505,0.4495,0.0505,0
normal,10600,0,0.0292,0.4708,0.0292,0
normal,10610,0,0.0452,0.4548,0.0452,0
normal,10620,0,0.0456,0.4544,0.0456,0
normal,10630,0,0.0462,0.4538,0.0462,0
normal,10640,0,0.051,0.449,0.051,0
normal,10650,0,0.0514,0.4486,0.0514,0
normal,10660,0,0.0508,0.4492,0.0508,0
normal,10670,0,0.0472,0.4528,0.0472,0
normal,10680,1,0.0996,0.4004,0.0996,0
normal,10690,1,0.0567,0.4433,0.0567,0
normal,10700,1,0.0379,0.4621,0.0379,0
normal,10710,0,0.0846,0.4154,0.0846,0
normal,10720,0,0.0298,0.4702,0.0298,0
normal,10730,1,0.0262,0.4738,0.0262,0
normal,10740,0,0.0265,0.4735,0.0265,0
normal,10750,0,0.0656,0.4344,0.0656,0
normal,10760,0,0.0439,0.4561,0.0439,0
normal,10770,0,0.0384,0.4616,0.0384,0
normal,10780,0,0.0856,0.4144,0.0856,0
normal,10790,0,0.0343,0.4657,0.0343,0
normal,10800,0,0.1072,0.3928,0.1072,0
normal,10810,0,0.0617,0.4383,0.0617,0
normal,10820,0,0.0308,0.4692,0.0308,0
normal,10830,0,0.0219,0.4781,0.0219,0
normal,10840,0,0.0206,0.4794,0.0206,0
normal,10850,1,0.0266,0.4734,0.0266,0
normal,10860,1,0.0253,0.4747,0.0253,0
normal,10870,1,0.0275,0.4725,0.0275,0
normal,10880,1,0.0284,0.4716,0.0284,0
normal,10890,0,0.0279,0.4721,0.0279,0
normal,10900,0,0.0279,0.4721,0.0279,0
normal,10910,0,0.0279,0.4721,0.0279,0
normal,10920,0,0.0279,0.4721,0.0279,0
normal,10930,0,0.0279,0.4721,0.0279,0
normal,10940,0,0.0279,0.4721,0.0279,0
normal,10950,0,0.0279,0.4721,0.0279,0
normal,10960,0,0.0279,0.4721,0.0279,0
normal,10970,0,0.0279,0.4721,0.0279,0
normal,10980,0,0.0279,0.4721,0.0279,0
normal,10990,0,0.0279,0.4721,0.0279,0
normal,11000,0,0.0279,0.4721,0.0279,0
normal,11010,0,0.0281,0.4719,0.0281,0
normal,11020,0,0.0286,0.4714,0.0286,0
normal,11030,0,0.0277,0.4723,0.0277,0
normal,11040,0,0.0277,0.4723,0.0277,0
normal,11050,0,0.0292,0.4708,0.0292,0
normal,11060,0,0.0309,0.4691,0.0309,0
normal,11070,0,0.0326,0.4674,0.0326,0
normal,11080,0,0.031,0.469,0.031,0
normal,11090,0,0.0336,0.4664,0.0336,0
normal,11100,0,0.0323,0.4677,0.0323,0
normal,11110,0,0.0323,0.4677,0.0323,0
normal,11120,0,0.0447,0.4553,0.0447,0
normal,11130,0,0.0292,0.4708,0.0292,0
normal,11140,0,0.078,0.422,0.078,0
normal,11150,0,0.0655,0.4345,0.0655,0
normal,11160,0,0.0521,0.4479,0.0521,0
normal,11170,0,0.0331,0.4669,0.0331,0
normal,11180,0,0.0167,0.4833,0.0167,0
normal,11190,0,0.02,0.48,0.02,0
normal,11200,0,0.0411,0.4589,0.0411,0
normal,11210,0,0.024,0.476,0.024,0
normal,11220,0,0.026,0.474,0.026,0
normal,11230,0,0.026,0.474,0.026,0
normal,11240,0,0.026,0.474,0.026,0
normal,11250,0,0.026,0.474,0.026,0
normal,11260,0,0.026,0.474,0.026,0
normal,11270,0,0.0235,0.4765,0.0235,0
normal,11280,0,0.0191,0.4809,0.0191,0
normal,11290,0,0.0542,0.4458,0.0542,0
normal,11300,0,0.0619,0.4381,0.0619,0
normal,11310,1,0.0521,0.4479,0.0521,0
normal,11320,1,0.0677,0.4323,0.0677,0
